text_id	word_id	word	surprisal	surprisal_buggy
0	0	In	4.036450110375881	3.9978843
0	1	Ireland's	12.541487205657177	12.580555
0	2	County	7.951737902592868	7.9469914
0	3	Limerick,	4.936119307132685	4.939798
0	4	near	7.289841672987677	7.290386
0	5	the	0.5243361448519863	0.5256845
0	6	River	5.735717799747363	5.7345395
0	7	Shannon,	0.8390790466219187	0.8383908
0	8	there	2.336957633495331	2.055912
0	9	is	0.5698618864407763	0.8518096
0	10	a	0.28896747587714344	0.28972012
0	11	quiet	5.724483042955399	5.5917387
0	12	little	2.594204034889117	2.724698
0	13	suburb	5.409938558936119	5.2861032
0	14	by	6.790951488015708	6.917368
0	15	the	0.04055278944724705	0.04067054
0	16	name	0.6944201433798298	0.69434357
0	17	of	0.012143666623160243	0.010317914
0	18	Garryowen,	14.209207880310714	14.208017
0	19	which	1.9028810821473598	1.8813359
0	20	means	5.14069738984108	5.135983
0	21	"""Garden"	6.689539432525635	6.6708856
0	22	of	0.43338748905807734	0.48088047
0	23	"Owen."""	13.071666404604912	12.933554
0	24	Undoubtedly	12.067371189594269	11.704905
0	25	none	6.588382947840728	7.0883217
0	26	of	0.10819793310656678	0.10940925
0	27	the	0.7843102637853008	0.7840209
0	28	residents	0.8294766061007977	0.80674374
0	29	realize	5.687402781099081	5.693642
0	30	the	2.4936460792378057	2.5101147
0	31	influence	5.984856273047626	5.980167
0	32	their	3.0077299509430304	3.0121188
0	33	town	2.3008226230740547	2.2333894
0	34	has	0.33432425558567047	0.3845991
0	35	had	1.1809930820018053	1.184883
0	36	on	0.14171365252695978	0.15448707
0	37	American	3.287978538312018	3.2807798
0	38	military	6.741806452162564	6.7404213
0	39	history,	2.165540124173276	2.1742806
0	40	or	2.5806862683966756	2.5690365
0	41	the	1.3345962017192505	1.346788
0	42	deeds	7.7193582048639655	7.7110815
0	43	of	0.46462316770339385	0.47268188
0	44	valor	10.256530471146107	10.214115
0	45	that	1.2544892067089677	1.2957292
0	46	have	0.6986177375656553	0.6996906
0	47	been	0.7291111995000392	0.72748744
0	48	done	2.870598387904465	2.8599925
0	49	in	1.3829940819414333	1.3949485
0	50	its	0.6365015632327413	0.63751113
0	51	name.	1.4293311536312103	0.57347715
